time,dfof,speed,exp_upperObj,exp_lowerObj,Walking,rearing,Grooming
0,0.042698342,1.825240532,0,0,0,0,0
0.033333333,0.107853259,110.6206732,0,0,0,0,0
0.066666667,0.08907521,6.199670442,0,0,0,0,0
0.1,0.120322757,0.062225289,0,0,0,0,0
0.133333333,0.136786846,3.145675496,0,0,0,0,0
0.166666667,0.144301534,7.161948815,0,0,0,0,0
0.2,0.125109533,0.077976843,0,0,0,0,0
0.233333333,0.11148519,16.34755802,0,0,0,0,0
0.266666667,0.093501367,3.022006137,0,0,0,0,0
0.3,0.085690966,0.287572722,0,0,0,0,0
0.333333333,0.06954807,2.416968579,0,0,0,0,0
0.366666667,0.065637511,4.084822826,0,0,0,0,0
0.4,0.079815866,0.058261102,0,0,0,0,0
0.433333333,0.106739764,6.668923083,0,0,0,0,0
0.466666667,0.112520875,8.4080607,0,0,0,0,0
0.5,0.099329801,0.02689034,0,0,0,0,0
0.533333333,0.082766103,5.677798096,0,0,0,0,0
0.566666667,0.087140345,4.718432724,0,0,0,0,0
0.6,0.102315881,0.236486457,0,0,0,0,0
0.633333333,0.11680042,5.151690402,0,0,0,0,0
0.666666667,0.113300231,5.151690402,0,0,0,0,0
0.7,0.101864103,5.151690402,0,0,0,0,0
0.733333333,0.082958705,5.151690402,0,0,0,0,0
0.766666667,0.075381293,5.151690402,0,0,0,0,0
0.8,0.087245787,0.057623376,0,0,0,0,0
0.833333333,0.10767126,18.57306652,0,0,0,0,0
0.866666667,0.102431275,18.57306652,0,0,0,0,0
0.9,0.0726948,0.291261288,0,0,0,0,0
0.933333333,0.051776593,7.577231013,0,0,0,0,0
0.966666667,0.066216759,7.577231013,0,0,0,0,0
1,0.087903207,0.285307316,0,0,0,0,0
1.033333333,0.096908442,21.02662222,0,0,0,0,0
1.066666667,0.095161095,11.73754067,0,0,0,0,0
1.1,0.100325084,0.214850952,0,0,0,0,0
1.133333333,0.103643901,14.692593,0,0,0,0,0
1.166666667,0.100143207,15.90618797,0,0,0,0,0
1.2,0.08615969,0.17151921,0,0,0,0,0
1.233333333,0.08187072,17.34976432,0,0,0,0,0
1.266666667,0.087454612,19.29619296,0,0,0,0,0
1.3,0.085145189,0.060325921,0,0,0,0,0
1.333333333,0.069236813,5.864384626,0,0,0,0,0
1.366666667,0.066343424,8.361189326,0,0,0,0,0
1.4,0.088770197,0.016836837,0,0,0,0,0
1.433333333,0.111994714,36.71412102,0,0,0,0,0
1.466666667,0.104549756,17.10887919,0,0,0,0,0
1.5,0.081072761,17.10887919,0,0,1,0,0
1.533333333,0.06636745,17.10887919,0,0,1,0,0
1.566666667,0.072498806,24.95051408,0,0,1,0,0
1.6,0.086261127,0.282365717,0,0,1,0,0
1.633333333,0.092231461,15.81122365,0,0,1,0,0
1.666666667,0.083884587,15.81122365,0,0,1,0,0
1.7,0.074711471,0.219214956,0,0,1,0,0
1.733333333,0.078470061,36.03982386,0,0,1,0,0
1.766666667,0.090231112,11.56058633,0,0,1,0,0
1.8,0.098235739,0.238448473,0,0,1,0,0
1.833333333,0.109910459,89.38049523,0,0,1,0,0
1.866666667,0.118385659,45.03000511,0,0,1,0,0
1.9,0.113438161,0.679514987,0,0,1,0,0
1.933333333,0.096207981,33.41748165,0,0,1,0,0
1.966666667,0.079554874,7.646464861,0,0,1,0,0
2,0.073648151,0.405190782,0,0,1,0,0
2.033333333,0.08407813,16.04008478,0,0,1,0,0
2.066666667,0.09768946,3.731315209,0,0,1,0,0
2.1,0.093776925,3.731315209,0,0,1,0,0
2.133333333,0.073547834,3.731315209,0,0,1,0,0
2.166666667,0.065493992,33.01394183,0,0,1,0,0
2.2,0.078723845,0.248518918,0,0,1,0,0
2.233333333,0.094603873,22.3458899,0,0,1,0,0
2.266666667,0.091788766,36.3555076,0,0,1,0,0
2.3,0.081437463,0.052575083,0,0,1,0,0
2.333333333,0.074319084,13.6013637,0,0,1,0,0
2.366666667,0.075185662,22.68810725,0,0,1,0,0
2.4,0.074876647,0.380617451,0,0,1,0,0
2.433333333,0.062621659,24.36270189,0,0,1,0,0
2.466666667,0.045296348,21.39571821,0,0,1,0,0
2.5,0.044905114,21.39571821,0,0,1,0,0
2.533333333,0.061150971,21.39571821,0,0,1,0,0
2.566666667,0.077736409,21.39571821,0,0,1,0,0
2.6,0.084309093,21.39571821,0,0,1,0,0
2.633333333,0.092516255,21.39571821,0,0,1,0,0
2.666666667,0.10284589,21.39571821,0,0,1,0,0
2.7,0.10747501,0.325335216,0,0,1,0,0
2.733333333,0.102715814,16.50179586,0,0,1,0,0
2.766666667,0.096867447,16.50179586,0,0,1,0,0
2.8,0.093146585,16.50179586,0,0,1,0,0
2.833333333,0.091264683,16.50179586,0,0,1,0,0
2.866666667,0.087846555,64.67887241,0,0,1,0,0
2.9,0.084756079,64.67887241,0,0,1,0,0
2.933333333,0.078703669,64.67887241,0,0,1,0,0
2.966666667,0.072301232,108.1172846,0,0,1,0,0
3,0.079066651,0.428281631,0,0,1,0,0
3.033333333,0.099633129,23.91329166,0,0,1,0,0
3.066666667,0.113754937,47.39830168,0,0,1,0,0
3.1,0.114109513,0.032085559,0,0,1,0,0
3.133333333,0.105355674,18.46107594,0,0,1,0,0
3.166666667,0.093588865,134.2405353,0,0,1,0,0
3.2,0.08118338,0.055178768,0,0,1,0,0
3.233333333,0.074283545,34.22888957,0,0,1,0,0
3.266666667,0.075495922,146.9398436,0,0,1,0,0
3.3,0.085807115,0.010367442,0,0,1,0,0
3.333333333,0.098656243,39.89166885,0,0,1,0,0
3.366666667,0.10420944,8.962417616,0,0,1,0,0
3.4,0.093317183,0.115021955,0,0,1,0,0
3.433333333,0.076196211,106.9100062,0,0,1,0,0
3.466666667,0.074168188,53.56105552,0,0,1,0,0
3.5,0.09435937,0.212104863,0,0,1,0,0
3.533333333,0.106125463,14.18132923,0,0,1,0,0
3.566666667,0.097762916,7.110276444,0,0,1,0,0
3.6,0.087681562,0.101137527,0,0,1,0,0
3.633333333,0.084873917,13.988837,0,0,1,0,0
3.666666667,0.080316053,2.616267213,0,0,1,0,0
3.7,0.07383175,0.047628748,0,0,1,0,0
3.733333333,0.070778577,24.32439449,0,0,1,0,0
3.766666667,0.071873781,6.128656173,0,0,1,0,0
3.8,0.080602396,9.678398138,0,0,1,0,0
3.833333333,0.100560314,9.678398138,0,0,1,0,0
3.866666667,0.115655773,3.436175463,0,0,1,0,0
3.9,0.116405066,0.551832617,0,0,1,0,0
3.933333333,0.109974401,1.141600688,0,0,1,0,0
3.966666667,0.105625925,1.141600688,0,0,1,0,0
4,0.108488724,1.141600688,0,0,1,0,0
4.033333333,0.11201461,1.141600688,0,0,0,0,0
4.066666667,0.104964585,1.141600688,0,0,0,0,0
4.1,0.093768251,1.141600688,0,0,0,0,0
4.133333333,0.086229078,1.141600688,0,0,0,0,0
4.166666667,0.086115016,1.141600688,0,0,0,0,0
4.2,0.095833123,1.141600688,0,0,0,0,0
4.233333333,0.106842051,1.141600688,0,0,0,0,0
4.266666667,0.104454703,1.141600688,0,0,0,0,0
4.3,0.088891554,1.141600688,0,0,0,0,0
4.333333333,0.073123372,1.141600688,0,0,0,0,0
4.366666667,0.068327718,1.141600688,0,0,0,0,0
4.4,0.068486521,1.141600688,0,0,0,0,0
4.433333333,0.065720462,1.141600688,0,0,0,0,0
4.466666667,0.071199659,1.141600688,0,0,0,0,0
4.5,0.095022315,1.141600688,0,0,0,0,0
4.533333333,0.114654289,1.141600688,0,0,0,0,0
4.566666667,0.105492762,1.141600688,0,0,0,0,0
4.6,0.080605177,1.141600688,0,0,0,0,0
4.633333333,0.075968985,1.141600688,0,0,0,0,0
4.666666667,0.099363338,1.141600688,0,0,0,0,0
4.7,0.117726973,1.141600688,0,0,0,0,0
4.733333333,0.104173114,1.141600688,0,0,0,0,0
4.766666667,0.082427941,1.141600688,0,0,0,0,0
4.8,0.076462718,1.141600688,0,0,0,0,0
4.833333333,0.081145384,1.141600688,0,0,0,0,0
4.866666667,0.082887472,1.141600688,0,0,0,0,0
4.9,0.085932879,1.141600688,0,0,0,0,0
4.933333333,0.099614534,1.141600688,0,0,0,0,0
4.966666667,0.110954342,1.141600688,0,0,0,0,0
5,0.101066398,1.141600688,0,0,0,0,0
5.033333333,0.083866755,1.141600688,0,0,0,0,0
5.066666667,0.080604415,1.141600688,0,0,0,0,0
5.1,0.085591626,1.141600688,0,0,0,0,0
5.133333333,0.069019911,1.141600688,0,0,0,0,0
5.166666667,0.040694915,1.141600688,0,0,0,0,0
5.2,0.036497052,1.141600688,0,0,0,0,0
5.233333333,0.052208028,1.141600688,0,0,0,0,0
5.266666667,0.0569539,30.48140378,0,0,0,0,0
5.3,0.048304346,0.344977421,0,0,0,0,0
5.333333333,0.052904527,6.752365899,0,0,0,0,0
5.366666667,0.078721614,2.893566768,0,0,0,0,0
5.4,0.094839105,0.863776354,0,0,0,0,0
5.433333333,0.08324637,2.109344603,0,0,0,0,0
5.466666667,0.063798366,2.109344603,0,0,0,0,0
5.5,0.055890021,0.269813325,0,0,0,0,0
5.533333333,0.051691081,3.289326404,0,0,0,0,0
5.566666667,0.037296414,2.565677085,0,0,0,0,0
