time,dfof,speed,exp_non_statobj,exp_statobj,walking,rearings,grooming
0,0.321940713,5.588633179,0,0,0,0,0
0.033333333,0.321942691,6.084432601,0,0,0,0,0
0.066666667,0.32194467,4.839088366,0,0,0,0,0
0.1,0.321946648,2.726529282,1,0,0,0,0
0.133333333,0.321948626,2.990150029,1,0,0,0,0
0.166666667,0.321950604,0.80923338,1,0,0,0,0
0.2,0.321952582,1.40639377,1,0,0,0,0
0.233333333,0.32195456,2.014293386,0,0,0,0,0
0.266666667,0.321956538,0.552309729,0,0,0,0,0
0.3,0.321958516,1.012214547,1,0,0,0,0
0.333333333,0.321960494,1.737430887,1,0,0,0,0
0.366666667,0.321962472,2.702220727,1,0,0,0,0
0.4,0.321964449,9.598297664,1,0,0,0,0
0.433333333,0.321966427,12.0132003,0,0,0,0,0
0.466666667,0.321968405,9.458365299,0,0,0,0,0
0.5,0.321970382,7.592620691,0,0,1,0,0
0.533333333,0.326338932,9.356249153,0,0,1,0,0
0.566666667,0.344565486,12.08002,0,0,1,0,0
0.6,0.337601021,7.846599762,0,0,1,0,0
0.633333333,0.344051126,16.12327189,0,0,1,0,0
0.666666667,0.349954894,16.91628566,0,0,1,0,0
0.7,0.372957647,18.93324661,0,0,1,0,0
0.733333333,0.384130538,15.51101979,0,0,1,0,0
0.766666667,0.370605948,15.81202391,0,0,1,0,0
0.8,0.392704714,16.53692924,0,0,1,0,0
0.833333333,0.393832801,18.72939284,0,0,1,0,0
0.866666667,0.393609537,19.36439782,0,0,1,0,0
0.9,0.403307,20.75281709,0,0,1,0,0
0.933333333,0.399971763,20.84178678,0,0,1,0,0
0.966666667,0.406853734,19.99503448,0,0,1,0,0
1,0.4027062,22.03611567,0,0,1,0,0
1.033333333,0.415942926,25.32246652,0,0,1,0,0
1.066666667,0.412726385,24.12180957,0,0,1,0,0
1.1,0.393994794,23.87743976,0,0,1,0,0
1.133333333,0.411770816,25.48211374,0,0,1,0,0
1.166666667,0.421204282,23.51951565,0,0,1,0,0
1.2,0.422447869,22.29460555,0,0,1,0,0
1.233333333,0.431198268,20.67732266,0,0,1,0,0
1.266666667,0.436074851,26.70689326,0,0,1,0,0
1.3,0.437253001,17.16102221,0,0,1,0,0
1.333333333,0.43456197,17.09149902,0,0,1,0,0
1.366666667,0.442449503,21.25705538,0,0,1,0,0
1.4,0.438351266,29.34215519,0,0,1,0,0
1.433333333,0.418226401,23.73599509,0,0,1,0,0
1.466666667,0.387276603,15.81232132,0,0,1,0,0
1.5,0.372943912,14.00529044,0,0,1,0,0
1.533333333,0.366507489,24.93564162,0,0,1,0,0
1.566666667,0.366144025,20.63188625,0,0,1,0,0
1.6,0.350920416,20.60378133,0,0,1,0,0
1.633333333,0.369372462,17.76357449,0,0,1,0,0
1.666666667,0.342542222,10.48339664,0,0,1,0,0
1.7,0.33793891,18.81754871,0,0,1,0,0
1.733333333,0.320858589,23.60708935,0,0,1,0,0
1.766666667,0.298513798,22.27077134,0,0,0,0,0
1.8,0.292166442,16.62613019,0,0,1,0,0
1.833333333,0.257243043,10.98608138,0,0,1,0,0
1.866666667,0.193326697,3.866979535,0,0,1,0,0
1.9,0.115942642,1.927720361,0,0,1,0,0
1.933333333,0.06031978,3.071530097,0,0,0,0,0
1.966666667,0.039908647,5.067403328,0,0,0,0,0
2,0.021632721,4.96963569,0,0,0,0,0
2.033333333,0.018870832,1.509518943,0,0,0,0,0
2.066666667,0.011986675,1.488619954,0,0,0,0,0
2.1,0.008613417,1.575761707,0,0,0,0,0
2.133333333,0.007336094,5.019492569,0,0,0,0,0
2.166666667,0.010493553,10.63159943,0,0,0,0,0
2.2,0.022169916,13.09680421,0,0,0,0,0
2.233333333,0.029076065,11.83622045,0,0,0,0,0
2.266666667,0.021583714,9.152111017,0,0,0,0,0
2.3,0.016110045,2.640848721,0,0,1,0,0
2.333333333,0.019222559,5.972069253,0,0,0,0,0
2.366666667,0.034635176,2.216662873,0,0,0,0,0
2.4,0.052892445,1.702305786,0,0,0,0,0
2.433333333,0.054678218,4.828447955,0,0,0,0,0
2.466666667,0.03297717,2.633709724,0,0,0,0,0
2.5,0.01818382,0.3993979,0,0,0,0,0
2.533333333,0.000739285,3.581098379,0,0,0,0,0
2.566666667,-0.013636499,3.880260059,0,0,0,0,0
2.6,-0.011953224,5.427722537,0,0,0,0,0
2.633333333,-0.012454069,2.629529093,0,0,0,0,0
2.666666667,-0.027653075,2.359238573,0,0,0,0,0
2.7,-0.026355709,0.611793543,0,0,0,0,0
2.733333333,-0.021597682,2.976733549,0,0,0,0,0
2.766666667,0.004433558,5.378130939,0,0,0,0,0
2.8,0.045588864,2.668057598,0,0,0,0,0
2.833333333,0.080015962,3.646963273,0,0,0,0,0
2.866666667,0.103659119,2.709344267,0,0,0,0,0
2.9,0.131687384,6.571897294,0,0,1,0,0
2.933333333,0.13008183,9.3042134,0,0,1,0,0
2.966666667,0.13260205,9.749157131,0,0,1,0,0
3,0.123485243,5.621266822,0,0,1,0,0
3.033333333,0.113117891,9.092090046,0,0,0,0,0
3.066666667,0.114903229,8.881230554,0,0,0,0,0
3.1,0.12964389,12.51671995,0,0,1,0,0
3.133333333,0.1446282,17.01636625,0,0,1,0,0
3.166666667,0.154535136,16.8962495,0,0,1,0,0
3.2,0.163909896,18.99609856,0,0,1,0,0
3.233333333,0.172295832,20.44415232,0,0,1,0,0
3.266666667,0.181698931,18.84263915,0,0,1,0,0
3.3,0.189655521,15.84938905,0,0,1,0,0
3.333333333,0.191582453,17.655861,0,0,1,0,0
3.366666667,0.178715526,18.03153858,0,0,1,0,0
3.4,0.172169962,23.80436874,0,0,1,0,0
3.433333333,0.171512565,13.76687242,0,0,1,0,0
3.466666667,0.171965178,14.32684061,0,0,1,0,0
3.5,0.169930885,17.80936029,0,0,1,0,0
3.533333333,0.168218557,20.80510584,0,0,1,0,0
3.566666667,0.163539703,23.92447194,0,0,1,0,0
3.6,0.177743473,22.89061826,0,0,1,0,0
3.633333333,0.183498492,28.48532733,0,0,1,0,0
3.666666667,0.178930921,32.11547507,0,0,1,0,0
3.7,0.188071449,33.11381719,0,0,1,0,0
3.733333333,0.186186593,32.12585134,0,0,1,0,0
3.766666667,0.189873384,35.04644883,0,0,1,0,0
3.8,0.183715227,35.27751762,0,0,1,0,0
3.833333333,0.174115821,25.43243732,0,0,1,0,0
3.866666667,0.173207251,29.91481028,0,0,1,0,0
3.9,0.16994211,28.15801981,0,0,1,0,0
3.933333333,0.170417223,17.2537813,0,0,1,0,0
3.966666667,0.173121047,20.29834426,0,0,1,0,0
4,0.165626842,11.60324232,0,0,1,0,0
4.033333333,0.167656374,20.7132206,0,0,1,0,0
4.066666667,0.168419014,15.17396742,0,0,1,0,0
4.1,0.164993513,13.7354267,0,0,1,0,0
4.133333333,0.158216416,17.03643375,0,0,1,0,0
4.166666667,0.152960046,13.34606663,0,0,1,0,0
4.2,0.151127024,18.13709762,0,0,1,0,0
4.233333333,0.166166513,14.70770662,0,0,1,0,0
4.266666667,0.15380336,9.534983973,0,0,1,0,0
4.3,0.153197164,10.63211964,0,0,1,0,0
4.333333333,0.146311854,12.9293534,0,0,1,0,0
4.366666667,0.139352178,22.09782778,0,0,1,0,0
4.4,0.138505531,25.17706452,0,0,1,0,0
4.433333333,0.128840256,24.1112109,0,0,1,0,0
4.466666667,0.116667972,19.41602193,0,0,1,0,0
4.5,0.1131193,18.62637272,0,0,1,0,0
4.533333333,0.100235423,14.09380761,0,0,1,0,0
4.566666667,0.091047623,15.77175901,0,0,1,0,0
4.6,0.08328094,11.75013135,0,0,1,0,0
4.633333333,0.071782662,13.89667351,0,0,1,0,0
4.666666667,0.058474366,13.17717236,0,0,1,0,0
4.7,0.048199643,10.49159019,0,0,1,0,0
4.733333333,0.020990173,1.87102721,0,0,0,0,0
4.766666667,0.003886175,9.213112249,0,0,0,0,0
4.8,-0.00560417,6.050630339,0,0,0,0,0
4.833333333,-0.00714315,4.561023866,0,0,0,0,0
4.866666667,-0.012291028,5.146918055,0,0,0,0,0
4.9,-0.001453762,12.6847869,0,0,0,0,0
4.933333333,-0.007779688,7.989308065,0,0,0,0,0
4.966666667,-0.021798281,5.223261078,0,0,0,0,0
5,-0.006499735,3.420623605,0,0,0,0,0
5.033333333,0.015957234,7.005590446,0,0,0,0,0
5.066666667,0.008239756,5.130343519,0,0,0,0,0
5.1,-0.001486922,5.798919171,0,0,0,0,0
5.133333333,-0.010209878,5.151445859,0,0,0,0,0
5.166666667,-0.011030411,7.102127839,0,0,0,0,0
5.2,-0.003728789,3.454794176,0,0,0,0,0
5.233333333,-0.004664041,7.404534977,0,0,0,0,0
5.266666667,-0.002518097,4.371304667,0,0,0,0,0
5.3,-0.007197298,3.54319716,0,0,0,0,0
5.333333333,-0.015193852,3.469536635,0,0,0,0,0
5.366666667,-0.016200483,3.602655808,0,0,0,0,0
5.4,-0.01889637,3.461662208,0,0,0,0,0
5.433333333,-0.02530464,4.430722725,0,0,0,0,0
5.466666667,-0.02665558,4.64371186,0,0,0,0,0
5.5,-0.034230192,2.958827373,0,0,0,0,0
5.533333333,-0.031962918,4.59462868,0,0,0,0,0
5.566666667,-0.028483723,2.957123279,0,0,0,0,0
5.6,-0.032880311,1.047045424,0,0,0,0,0
5.633333333,-0.030556543,3.285452963,0,0,0,0,0
5.666666667,-0.043974715,2.538895649,0,0,0,0,0
5.7,-0.03714963,3.374853905,0,0,0,0,0
5.733333333,-0.036932835,1.558435198,0,0,0,0,0
5.766666667,-0.0441528,1.661712032,0,0,0,0,0
5.8,-0.051852837,5.666152141,0,0,0,0,0
5.833333333,-0.043011942,7.817553419,0,0,0,0,0
5.866666667,-0.040760442,7.561449889,0,0,0,0,0
5.9,-0.03572408,5.44581634,0,0,0,0,0
5.933333333,-0.031786096,8.96906743,0,0,0,0,0
5.966666667,-0.016888373,6.32267402,0,0,0,0,0
6,0.011143881,5.463210722,0,0,0,0,0
6.033333333,0.039754302,10.08353717,0,0,0,0,0
6.066666667,0.078937471,4.109211032,0,0,0,0,0
6.1,0.094869815,12.76093088,0,0,0,0,0
6.133333333,0.081596793,10.18150065,0,0,0,0,0
6.166666667,0.071614554,1.456752281,0,0,0,0,0
6.2,0.064154354,2.251316619,0,0,0,0,0
6.233333333,0.047890588,2.854643472,0,0,0,0,0
6.266666667,0.034190115,2.260095575,0,0,0,0,0
6.3,0.030417529,0.509439924,0,0,0,0,0
6.333333333,0.051908692,2.451890584,0,0,0,0,0
6.366666667,0.052363706,3.526562676,0,0,0,0,0
6.4,0.058135536,2.042698426,0,0,0,0,0
6.433333333,0.066676233,3.750580066,0,0,0,0,0
6.466666667,0.06738092,1.901700194,0,0,0,0,0
6.5,0.07366168,1.726550391,0,0,0,0,0
6.533333333,0.070879749,3.428413921,0,0,0,0,0
6.566666667,0.087390676,6.018514908,0,0,0,0,0
6.6,0.088877248,7.320525766,0,0,0,0,0
6.633333333,0.087971078,4.88627403,0,0,0,0,0
6.666666667,0.080038286,1.274222974,0,0,0,0,0
6.7,0.070998592,5.111458523,0,0,0,0,0
6.733333333,0.069174793,5.664583574,0,0,0,0,0
6.766666667,0.06390429,4.66389162,0,0,0,0,0
6.8,0.050362424,6.127600287,0,0,0,0,0
6.833333333,0.034280293,10.87391755,0,0,0,0,0
6.866666667,0.027287841,5.566443842,0,0,0,0,0
6.9,0.023685603,6.813925694,0,0,0,0,0
6.933333333,0.034243479,6.722967091,0,0,0,0,0
6.966666667,0.041702509,8.8200513,0,0,0,0,0
7,0.050106926,4.290323608,0,0,0,0,0
7.033333333,0.057838014,6.079003264,0,0,0,0,0
7.066666667,0.064943794,9.478131767,0,0,0,0,0
7.1,0.075918169,7.094827725,0,0,0,0,0
7.133333333,0.079545264,6.089303042,0,0,0,0,0
7.166666667,0.076983571,2.25084396,0,0,0,0,0
7.2,0.07834517,8.14750446,0,0,0,0,0
7.233333333,0.077029582,4.531349129,0,0,0,0,0
7.266666667,0.069097889,2.317182295,0,0,0,0,0
7.3,0.060844326,2.684078887,0,0,0,0,0
7.333333333,0.061898294,4.319651643,0,0,0,0,0
7.366666667,0.067827501,6.601021918,0,0,0,0,0
7.4,0.060432943,6.283094206,0,0,0,0,0
7.433333333,0.052739729,5.358012327,0,0,0,0,0
7.466666667,0.057661315,8.305145628,0,0,0,0,0
7.5,0.052927257,6.20422227,0,0,0,0,0
7.533333333,0.051548041,2.570310233,0,0,0,0,0
7.566666667,0.058196199,6.083190332,0,0,0,0,0
7.6,0.058803636,8.679170399,0,0,0,0,0
7.633333333,0.064011729,6.687222575,0,0,0,0,0
7.666666667,0.068259793,10.12359716,0,0,0,0,0
7.7,0.072813063,9.660209216,0,0,0,0,0
7.733333333,0.069514457,9.024461076,0,0,0,0,0
7.766666667,0.074520116,9.153659674,0,0,0,0,0
7.8,0.076524244,5.253718616,0,0,0,0,0
7.833333333,0.075917771,3.195990155,0,0,0,0,0
7.866666667,0.066434041,4.806000479,0,0,0,0,0
7.9,0.066784442,5.906517306,0,0,1,0,0
7.933333333,0.066816354,7.071869621,0,0,1,0,0
7.966666667,0.063598281,9.757215356,0,0,1,0,0
8,0.062607407,7.208882278,0,0,1,0,0
8.033333333,0.066005816,6.962876443,0,0,0,0,0
8.066666667,0.070157431,4.681209063,0,0,0,0,0
8.1,0.072595297,5.923932148,0,0,1,0,0
8.133333333,0.065097841,4.895377826,0,0,1,0,0
8.166666667,0.066922655,5.572907832,0,0,1,0,0
8.2,0.065783743,11.51437125,0,0,1,0,0
8.233333333,0.067045672,13.36557329,0,0,1,0,0
8.266666667,0.071134996,11.66735524,0,0,1,0,0
8.3,0.068487764,14.66778825,0,0,1,0,0
8.333333333,0.073039963,11.97000236,0,0,1,0,0
8.366666667,0.081655071,13.27035242,0,0,1,0,0
8.4,0.084835109,11.7446249,0,0,1,0,0
8.433333333,0.093712948,6.979784662,0,0,1,0,0
8.466666667,0.098312771,13.49868768,0,0,1,0,0
8.5,0.108780283,8.175990593,0,0,1,0,0
8.533333333,0.116097938,9.913465662,0,0,1,0,0
8.566666667,0.117220536,8.696856987,0,0,1,0,0
8.6,0.112582387,12.08731388,0,0,1,0,0
8.633333333,0.121095275,12.0711301,0,0,1,0,0
8.666666667,0.112364805,14.43661211,0,0,1,0,0
8.7,0.109888378,11.85615629,0,0,1,0,0
8.733333333,0.095178034,10.67895772,0,0,1,0,0
8.766666667,0.093214173,11.30937814,0,0,1,0,0
8.8,0.080600431,12.31277055,0,0,1,0,0
8.833333333,0.076943796,9.975864247,0,0,1,0,0
8.866666667,0.073324988,4.019491874,0,0,1,0,0
8.9,0.074938831,4.427498593,0,0,1,0,0
8.933333333,0.087346187,4.839344253,0,0,1,0,0
8.966666667,0.080671285,5.670790224,0,0,1,0,0
9,0.084935565,5.649385275,0,0,1,0,0
9.033333333,0.087556147,14.69783406,0,0,1,0,0
9.066666667,0.095434816,8.111773777,0,0,1,0,0
9.1,0.092217164,8.785882178,0,0,1,0,0
9.133333333,0.097029239,8.604355292,0,0,1,0,0
9.166666667,0.099813217,6.693795319,0,0,1,0,0
9.2,0.095912249,7.188770055,0,0,1,0,0
9.233333333,0.086557735,9.846230306,0,0,1,0,0
9.266666667,0.07232211,10.34643042,0,0,1,0,0
9.3,0.04200162,15.5519559,0,0,1,0,0
9.333333333,0.023233689,14.61688801,0,0,1,0,0
9.366666667,0.024424425,9.202040233,0,0,1,0,0
9.4,0.017580196,13.08862692,0,0,1,0,0
9.433333333,0.017838793,14.9380395,0,0,0,0,0
9.466666667,0.02633812,11.94437597,0,0,0,0,0
9.5,0.042441978,11.06202581,0,0,1,0,0
9.533333333,0.051758325,12.91758493,0,0,1,0,0
9.566666667,0.050001834,15.8581106,0,0,1,0,0
9.6,0.055626798,11.40179094,0,0,1,0,0
9.633333333,0.055756319,11.09919804,0,0,0,0,0
9.666666667,0.055661661,11.30129272,0,0,0,0,0
9.7,0.042874413,5.411572035,0,0,0,0,0
9.733333333,0.022605779,6.570092619,0,0,0,0,0
9.766666667,0.016989077,2.49984323,0,0,0,0,0
9.8,0.004990214,3.803070195,0,0,0,0,0
9.833333333,-0.015634109,3.570700163,0,0,0,0,0
